x,y,state,wkt
-56.074983,51.852347,MAlFw,"LINESTRING(-167.856 81.107, -121.261 -34.824)"
25.380256,23.25205,oMumekc,"LINESTRING(-178.916 17.169, 129.892 29.713)"
-61.503081,63.848794,ZuiHjmp,POINT(-72.076 12.037)
-131.372046,-26.206726,mkrHD,POINT(85.552 12.591)
41.264006,-45.329717,lv,POINT(15.393 -61.713)
44.566791,58.728742,wzVQ,"LINESTRING(-26.300 25.162, -142.296 -38.583)"
-110.914069,23.249336,QEBnLF,"POLYGON((-139.048 67.278, -139.048 31.618, 167.548 31.618, 167.548 67.278, -139.048 67.278))"
-52.765355,-78.417898,lwrcfv,"LINESTRING(-10.055 -72.971, -85.506 10.691)"
-12.232979,-7.679703,ZOSgdH,POINT(-23.216 24.831)
-145.804265,29.464906,Zkf,"LINESTRING(-31.964 -47.838, 166.085 -26.908)"
169.551443,-36.231124,OYI,"LINESTRING(6.369 58.497, 86.747 -21.248)"
-23.014523,23.272172,ew,"POLYGON((91.666 -77.140, 91.666 83.022, -140.567 83.022, -140.567 -77.140, 91.666 -77.140))"
-35.32862,-81.302359,BYCcdB,POINT(-39.924 18.881)
106.181118,49.899424,WrdpgEB,"POLYGON((78.110 -61.702, 78.110 -2.385, -65.609 -2.385, -65.609 -61.702, 78.110 -61.702))"
66.042203,49.612518,xVJXgpN,"POLYGON((8.842 -30.522, 8.842 -12.506, 179.367 -12.506, 179.367 -30.522, 8.842 -30.522))"
-49.360183,72.571839,lEK,POINT(-125.985 -39.819)
158.320962,31.710693,aGcuYRN,"LINESTRING(-24.336 -28.170, -8.961 -61.879)"
16.004949,21.583774,WmC,"POLYGON((-44.095 65.276, -44.095 -51.225, 179.383 -51.225, 179.383 65.276, -44.095 65.276))"
-173.459623,63.157192,UPm,"LINESTRING(18.876 41.262, 129.772 -80.416)"
87.106283,-82.570065,VrteaKR,"POLYGON((86.778 52.570, 86.778 28.136, 112.628 28.136, 112.628 52.570, 86.778 52.570))"
-22.398973,45.9974,jzqOYw,"LINESTRING(-171.522 50.852, 170.896 77.717)"
-77.86364,31.46847,oFM,"POLYGON((66.869 -26.038, 66.869 18.042, -84.413 18.042, -84.413 -26.038, 66.869 -26.038))"
176.489657,-57.828899,NPSZbmC,"POLYGON((120.725 27.600, 120.725 36.903, -113.841 36.903, -113.841 27.600, 120.725 27.600))"
-67.295839,-68.659599,JFmWm,"LINESTRING(-69.611 22.327, 116.205 26.640)"
148.123763,-22.621654,XSESvS,"POLYGON((-138.293 -60.793, -138.293 72.232, -86.526 72.232, -86.526 -60.793, -138.293 -60.793))"
116.082592,-82.14028,bicg,"POLYGON((65.987 -52.984, 65.987 39.127, -100.817 39.127, -100.817 -52.984, 65.987 -52.984))"
71.009448,61.133992,rIy,"POLYGON((-173.115 -12.051, -173.115 29.280, -157.088 29.280, -157.088 -12.051, -173.115 -12.051))"
80.476646,-36.980824,JrrTInC,"LINESTRING(95.171 25.629, -77.397 -60.221)"
-111.886582,50.333872,WEmxUXF,"POLYGON((99.803 71.215, 99.803 44.301, -142.071 44.301, -142.071 71.215, 99.803 71.215))"
-114.842359,-0.614532,KxxcyJH,"POLYGON((2.878 63.484, 2.878 32.753, 111.943 32.753, 111.943 63.484, 2.878 63.484))"
-144.024696,67.717746,HLb,"LINESTRING(7.365 -24.109, 166.832 -48.049)"
-146.749083,-45.252639,nLDA,"LINESTRING(-58.043 34.562, -25.699 39.620)"
156.816229,21.990094,tmWh,POINT(-74.982 -20.966)
92.11053,-12.927728,nvjGo,POINT(-72.453 -8.267)
169.335964,73.310567,ZrTwg,POINT(-53.587 40.342)
-129.761055,49.14849,eunWKj,"POLYGON((-70.431 -26.105, -70.431 -60.777, 49.836 -60.777, 49.836 -26.105, -70.431 -26.105))"
121.018248,37.868018,GwW,"LINESTRING(106.100 64.165, -130.317 -2.532)"
164.074769,-1.855886,PZSQvHe,"LINESTRING(40.309 -18.407, 59.710 -63.166)"
-155.04297,61.150275,QwMic,"POLYGON((-118.920 14.150, -118.920 -34.278, -18.318 -34.278, -18.318 14.150, -118.920 14.150))"
141.132568,-52.104907,RDFtV,POINT(98.844 -62.067)
99.263229,-48.44791,sqEGOji,POINT(4.294 -1.107)
-48.519888,-43.52431,Yefyqm,POINT(42.982 24.952)
108.179438,-51.257119,wSpH,"POLYGON((68.641 -71.115, 68.641 61.100, 95.239 61.100, 95.239 -71.115, 68.641 -71.115))"
93.663612,-65.222721,oAW,POINT(-134.878 14.220)
83.993336,-51.792151,hTyxWtG,"POLYGON((31.700 -7.927, 31.700 -51.068, 96.146 -51.068, 96.146 -7.927, 31.700 -7.927))"
-42.460418,46.297709,iPEyFi,"LINESTRING(-99.912 -84.594, -133.170 -30.172)"
-112.249084,35.598637,Ry,"POLYGON((23.992 14.052, 23.992 4.723, 85.658 4.723, 85.658 14.052, 23.992 14.052))"
78.824146,76.955541,DOW,"LINESTRING(103.561 -25.994, 35.876 -18.415)"
-7.5484,1.410498,HCG,"POLYGON((95.083 11.968, 95.083 43.346, 87.762 43.346, 87.762 11.968, 95.083 11.968))"
-33.513621,-15.861443,qJLhm,"POLYGON((66.367 71.928, 66.367 -33.523, 58.493 -33.523, 58.493 71.928, 66.367 71.928))"
136.568325,-23.264711,AMz,"LINESTRING(106.920 -52.863, -86.099 64.649)"
-3.592768,1.392303,YaBZBW,"LINESTRING(46.106 -80.430, 109.630 30.034)"
-140.264363,-18.13306,jE,"LINESTRING(176.297 -62.907, -104.324 -78.924)"
-143.141589,47.653967,NreEPig,"LINESTRING(88.795 83.577, -65.078 -39.523)"
4.644882,72.872629,EPtyPIq,"LINESTRING(25.173 39.081, -111.639 1.930)"
105.583639,-40.679988,CZD,POINT(-98.832 -14.479)
104.218456,31.440863,HjO,POINT(-69.443 -3.450)
-129.110813,6.049837,GcPx,"POLYGON((21.829 19.809, 21.829 -26.417, 146.721 -26.417, 146.721 19.809, 21.829 19.809))"
56.865127,15.102201,xkDJu,POINT(25.633 -50.568)
-34.50244,6.92664,iHxd,"LINESTRING(20.594 75.347, 58.110 -15.434)"
162.045172,-70.61044,OFWaXO,POINT(-165.193 -40.531)
49.893027,-2.254331,RBgn,POINT(-22.595 21.570)
-130.630651,-17.902773,Ynp,"POLYGON((73.557 12.081, 73.557 68.261, 133.067 68.261, 133.067 12.081, 73.557 12.081))"
93.92979,28.939118,wRlzoE,"POLYGON((-29.436 -44.744, -29.436 -62.206, 154.771 -62.206, 154.771 -44.744, -29.436 -44.744))"
77.972929,9.762733,xjqPjH,"POLYGON((-122.453 21.746, -122.453 31.414, -44.078 31.414, -44.078 21.746, -122.453 21.746))"
91.025559,32.250459,HpE,"LINESTRING(-91.275 -50.478, -172.153 -26.353)"
-133.427003,73.463351,wJvUEkt,"POLYGON((-141.357 -70.454, -141.357 -4.858, -162.254 -4.858, -162.254 -70.454, -141.357 -70.454))"
64.520937,70.156316,XmxfBOk,POINT(-40.171 9.053)
-96.01539,-14.020651,PiQPqLE,"POLYGON((86.946 25.807, 86.946 -69.578, 138.319 -69.578, 138.319 25.807, 86.946 25.807))"
-26.871688,54.866217,qbKJgdR,"LINESTRING(3.669 47.113, -58.321 39.989)"
-128.611327,-34.621096,jOyp,"LINESTRING(160.324 -13.730, -146.131 -46.903)"
-11.885317,-80.292374,hqGlxdD,POINT(147.487 19.484)
58.264118,-20.316625,tPZCh,"LINESTRING(18.132 -80.922, -113.521 22.756)"
-80.619331,-17.980259,RSBY,POINT(10.625 -75.685)
-120.574231,6.351742,sWSpZQ,"POLYGON((-106.492 53.623, -106.492 45.803, 154.613 45.803, 154.613 53.623, -106.492 53.623))"
49.85857,16.787581,Yq,"POLYGON((-125.788 79.250, -125.788 37.936, -6.014 37.936, -6.014 79.250, -125.788 79.250))"
-165.140022,-8.293891,WjEgeVD,POINT(-95.269 40.392)
44.997815,72.492851,HEIWF,"LINESTRING(-152.474 -72.038, -13.137 -55.491)"
109.018991,53.811218,PDUW,"LINESTRING(39.875 -65.290, 31.169 27.985)"
61.527662,-4.48801,MRLXl,"POLYGON((157.783 50.571, 157.783 27.286, -110.029 27.286, -110.029 50.571, 157.783 50.571))"
-18.847197,-51.091659,RNHCv,"LINESTRING(7.260 -10.203, 99.296 -41.749)"
124.546081,-66.302299,scdk,"LINESTRING(-168.143 8.229, -153.091 -37.063)"
-149.119321,-67.903225,Gdp,"LINESTRING(-29.482 -67.298, -127.539 -51.851)"
162.182311,75.257356,Uiw,"POLYGON((83.017 -45.104, 83.017 34.627, -72.415 34.627, -72.415 -45.104, 83.017 -45.104))"
-158.486799,58.833397,OsZf,"LINESTRING(169.514 -6.473, 29.351 49.980)"
-42.808287,-35.806289,pfC,"POLYGON((-108.030 -81.360, -108.030 -9.745, 141.176 -9.745, 141.176 -81.360, -108.030 -81.360))"
-13.350242,25.693577,FqodjgN,POINT(56.603 15.530)
106.641459,-0.224249,KSrnRB,"POLYGON((-71.296 82.520, -71.296 -12.507, 96.237 -12.507, 96.237 82.520, -71.296 82.520))"
-140.044291,18.812198,Kya,POINT(65.185 39.903)
115.864597,30.03648,OWUm,"POLYGON((41.492 18.209, 41.492 30.389, 64.948 30.389, 64.948 18.209, 41.492 18.209))"
-44.975676,34.964666,UBDOWU,"POLYGON((56.759 -21.277, 56.759 68.010, 177.320 68.010, 177.320 -21.277, 56.759 -21.277))"
-83.553059,-41.194097,TPapa,"POLYGON((-94.260 61.081, -94.260 38.168, -77.663 38.168, -77.663 61.081, -94.260 61.081))"
-30.714924,-5.397885,eXgATEW,"POLYGON((94.938 50.916, 94.938 -64.237, -81.617 -64.237, -81.617 50.916, 94.938 50.916))"
-93.441037,-15.036588,dIvmMdA,POINT(-62.398 -17.492)
-72.27418,-41.598243,pzpR,"LINESTRING(-52.320 62.923, -31.455 81.994)"
0.780834,-10.07783,mgdQbCx,"LINESTRING(-175.363 0.367, 108.077 -48.625)"
-165.760069,34.172209,RVftmL,POINT(38.196 -45.727)
142.2601,80.302901,TYNrR,"LINESTRING(174.131 81.818, -38.714 -65.615)"
-40.658104,53.193268,eIsj,"POLYGON((-164.283 44.597, -164.283 -83.039, 40.001 -83.039, 40.001 44.597, -164.283 44.597))"
-12.69931,-80.715787,ral,POINT(35.711 33.794)
95.786878,25.529966,gUf,POINT(3.049 62.167)
112.017855,24.817346,sWPRsI,"POLYGON((-96.720 -81.615, -96.720 64.440, 44.818 64.440, 44.818 -81.615, -96.720 -81.615))"
171.586542,2.722298,czH,POINT(-29.181 25.243)
-19.598766,45.205097,mAV,"LINESTRING(-96.895 57.702, -127.422 31.085)"
-97.305987,60.915208,Yzn,"POLYGON((-118.596 33.649, -118.596 -26.576, -109.051 -26.576, -109.051 33.649, -118.596 33.649))"
-71.158762,11.366817,btJkkkN,POINT(122.748 -66.396)
28.426971,-43.661898,ASJwSiR,POINT(-12.647 -70.992)
86.032057,-61.92292,Za,"LINESTRING(172.402 -40.412, -103.299 64.462)"
63.882761,-5.888489,nAP,"LINESTRING(-135.692 8.089, -115.521 -41.733)"
14.771738,56.225189,DJeORp,POINT(-59.509 46.919)
15.417686,-26.657255,aXs,POINT(5.470 -20.802)
-137.89,-42.838625,UUFPv,"POLYGON((-68.418 -29.269, -68.418 5.611, 129.525 5.611, 129.525 -29.269, -68.418 -29.269))"
62.472801,-60.718924,YmH,"POLYGON((165.957 -19.466, 165.957 -46.032, 174.564 -46.032, 174.564 -19.466, 165.957 -19.466))"
128.924295,17.502881,VCeMBa,"POLYGON((122.801 15.929, 122.801 24.422, -77.065 24.422, -77.065 15.929, 122.801 15.929))"
156.317261,-71.349646,dsSKDk,POINT(-131.195 3.652)
-98.779002,58.073348,YDV,"LINESTRING(62.264 -19.456, -172.926 -45.082)"
116.556096,-78.536591,LBCXZXq,"POLYGON((114.160 -56.234, 114.160 -28.662, 158.266 -28.662, 158.266 -56.234, 114.160 -56.234))"
-34.072212,81.313703,xEj,"POLYGON((-176.595 77.080, -176.595 40.338, 172.069 40.338, 172.069 77.080, -176.595 77.080))"
-99.773644,34.512194,oDC,POINT(85.825 -25.595)
-155.29088,-45.224443,XrU,"POLYGON((-37.889 22.534, -37.889 -6.140, -52.029 -6.140, -52.029 22.534, -37.889 22.534))"
154.583505,-53.903142,fTXOxQK,"POLYGON((148.041 74.594, 148.041 -13.658, -103.951 -13.658, -103.951 74.594, 148.041 74.594))"
-124.938926,57.078633,JapbePc,"POLYGON((-50.772 -58.396, -50.772 72.876, -97.514 72.876, -97.514 -58.396, -50.772 -58.396))"
148.62032,-62.024973,aovTb,"LINESTRING(110.020 68.906, 116.289 16.497)"
-97.547682,-36.222971,FBjAKs,POINT(112.834 -39.286)
-9.75196,37.454343,EMSfO,"LINESTRING(114.589 -50.396, -151.868 -21.925)"
-25.148478,-36.913805,jSVGJk,"LINESTRING(-149.678 16.700, 5.843 -34.384)"
-30.472314,-80.328923,pTu,"POLYGON((11.902 -55.109, 11.902 -70.090, -121.373 -70.090, -121.373 -55.109, 11.902 -55.109))"
-44.917623,-38.087699,xEmR,"LINESTRING(-86.146 31.184, 1.773 -38.470)"
-72.832449,-1.173903,fJsWjfB,POINT(29.955 0.015)
-129.47771,43.699553,bjy,POINT(-155.024 5.467)
41.040506,75.989329,guVk,"LINESTRING(3.790 -6.703, 95.173 44.906)"
-10.682522,84.149057,ePIyWtX,"LINESTRING(-149.432 -69.956, -62.899 82.400)"
-137.624412,54.399299,essiA,"LINESTRING(-175.797 -44.585, 29.616 -62.309)"
146.505432,-36.322053,pbXdO,"LINESTRING(-151.453 41.233, 159.196 41.255)"
-161.741835,-60.009337,xeHDDtZ,POINT(-85.248 -68.108)
-1.761866,-27.93182,sCu,POINT(158.787 -58.660)
-144.006047,57.38269,RRC,"LINESTRING(13.268 75.018, -132.019 -80.110)"
-172.793281,81.901863,PLwHYW,POINT(139.395 -30.887)
169.120078,-11.065734,VFZ,POINT(-51.874 -46.263)
-158.841418,-1.790696,tpeZ,"LINESTRING(108.949 70.391, 63.603 62.237)"
9.661096,-70.899731,qtBZIQ,"POLYGON((-149.313 29.658, -149.313 34.841, 28.814 34.841, 28.814 29.658, -149.313 29.658))"
175.73794,75.280989,qco,"LINESTRING(-170.008 -3.668, 115.846 69.132)"
-145.089084,80.451354,oEvIPh,"POLYGON((62.584 -31.384, 62.584 -63.444, 76.867 -63.444, 76.867 -31.384, 62.584 -31.384))"
-119.106216,35.558061,FwUY,"LINESTRING(134.803 75.206, 92.005 60.599)"
119.017319,78.376659,ZEmZR,POINT(45.192 -29.726)
-130.654254,68.987642,TaT,"LINESTRING(-31.151 -55.484, -147.236 17.479)"
26.743248,-18.457462,izJc,"LINESTRING(79.562 71.397, -112.913 -78.157)"
93.215342,77.075185,unxP,POINT(-9.538 36.739)
-121.071056,55.948571,Tqhi,POINT(24.428 79.643)
-78.570766,-58.575105,nWRKKG,"LINESTRING(144.545 40.119, 133.358 -2.813)"
-111.908571,17.359704,WRM,"POLYGON((100.653 14.785, 100.653 70.484, -98.607 70.484, -98.607 14.785, 100.653 14.785))"
-133.119212,-50.912749,DWZNpmo,POINT(13.862 25.735)
-7.430052,-67.157,WtZx,POINT(-64.813 -61.734)
-48.258393,-69.440604,UBsDiK,"POLYGON((148.487 43.880, 148.487 -12.120, 79.722 -12.120, 79.722 43.880, 148.487 43.880))"
1.193686,-38.22491,ooFA,POINT(50.505 -19.265)
6.896747,78.182312,sBlpc,POINT(63.924 -22.222)
31.946945,10.734449,ivCBpBm,"POLYGON((-66.582 -73.552, -66.582 44.058, 115.308 44.058, 115.308 -73.552, -66.582 -73.552))"
129.705499,77.645154,mszT,POINT(51.449 -5.246)
132.624743,-28.255953,amCytFA,"LINESTRING(-76.483 54.256, -4.186 -70.515)"
-13.897165,4.684982,ezqlJe,"POLYGON((-9.949 -83.257, -9.949 4.745, -48.815 4.745, -48.815 -83.257, -9.949 -83.257))"
-86.197969,-36.22525,AeuqG,POINT(-133.287 -24.955)
89.919175,-83.520529,REMKM,POINT(12.651 -62.753)
-8.42393,-39.534258,vc,POINT(23.427 -51.645)
-125.181433,55.335064,yDEA,POINT(14.576 0.829)
61.035136,83.946763,TjMwouN,POINT(-96.476 -16.295)
177.532377,63.251328,coBUwu,"POLYGON((43.185 26.933, 43.185 1.552, -85.764 1.552, -85.764 26.933, 43.185 26.933))"
65.587658,44.682892,xdTFCEL,"LINESTRING(-26.389 2.892, -42.307 -23.763)"
158.635725,-41.628548,mGcIG,POINT(44.451 45.448)
162.57328,53.922692,pRZSJhE,POINT(83.772 -2.616)
-102.753996,-39.644013,QJEq,POINT(-117.948 -6.752)
-16.34881,44.929416,GvSv,"LINESTRING(-46.459 -0.786, 117.477 -75.631)"
177.303467,1.522707,WId,"LINESTRING(95.186 -25.918, -146.057 31.891)"
-69.658957,-82.25117,PFC,"POLYGON((9.968 58.606, 9.968 -28.710, 40.608 -28.710, 40.608 58.606, 9.968 58.606))"
-4.537448,-39.213738,rrCDGm,POINT(-91.120 -7.842)
140.713043,63.642589,ecwdtF,"POLYGON((163.970 19.674, 163.970 -22.873, 8.329 -22.873, 8.329 19.674, 163.970 19.674))"
81.067189,-78.256852,lvJwR,"POLYGON((-117.411 -76.972, -117.411 7.727, 68.994 7.727, 68.994 -76.972, -117.411 -76.972))"
-138.735468,18.5926,bjVR,"POLYGON((-42.837 16.345, -42.837 -12.081, -21.999 -12.081, -21.999 16.345, -42.837 16.345))"
-47.647537,-69.099469,ozOZ,POINT(-101.106 46.584)
-172.149449,-84.778153,xNM,"POLYGON((-158.376 4.723, -158.376 29.128, -7.236 29.128, -7.236 4.723, -158.376 4.723))"
167.794537,-1.015909,UBHys,"LINESTRING(-69.781 32.581, 46.999 30.712)"
-102.148175,46.27547,uXZGMRt,"LINESTRING(137.235 -8.709, 1.676 40.228)"
35.62781,1.82212,twWgc,"LINESTRING(-102.042 6.189, -60.697 53.022)"
147.070415,-12.243006,qtjdXX,POINT(-108.865 -0.132)
-147.527324,30.892989,QDoVM,"POLYGON((160.021 -44.389, 160.021 -64.568, 174.583 -64.568, 174.583 -44.389, 160.021 -44.389))"
-119.718468,-64.027629,UmZ,"LINESTRING(50.732 81.891, 50.784 -19.033)"
-1.663897,-73.227511,tPPrt,"LINESTRING(74.986 -36.599, -135.054 -22.531)"
-153.725203,61.632392,sJDlaYj,"LINESTRING(47.102 -1.973, -4.442 -64.928)"
71.599021,-42.812005,pcbDqY,POINT(20.312 -33.316)
-37.886809,-40.122682,PkOBUl,POINT(65.139 13.627)
-22.4624,20.018805,iuCDqgr,POINT(-108.633 -28.563)
-132.822429,-45.707797,Iko,POINT(-11.966 57.628)
-95.239979,-16.232118,uITXTj,"LINESTRING(-144.691 -13.461, 52.025 -24.251)"
-92.169273,-84.577427,lAzend,POINT(-36.767 1.161)
56.94339,28.407491,nMR,"POLYGON((-150.872 63.670, -150.872 74.348, -88.604 74.348, -88.604 63.670, -150.872 63.670))"
-119.549884,-27.878198,JhH,POINT(112.147 -50.852)
49.590812,-58.987102,XpyvQ,"LINESTRING(79.533 11.791, -113.723 -49.745)"
47.041676,-25.693221,LIwjiuF,"LINESTRING(-106.385 53.683, 132.927 -30.356)"
-35.029739,-68.824659,iez,"POLYGON((-131.909 -56.905, -131.909 -31.264, 27.242 -31.264, 27.242 -56.905, -131.909 -56.905))"
-132.824404,-37.636192,gVyP,"POLYGON((114.826 -34.735, 114.826 27.140, -25.786 27.140, -25.786 -34.735, 114.826 -34.735))"
70.846272,59.636921,FMyGqE,"POLYGON((77.363 -37.006, 77.363 74.661, 147.527 74.661, 147.527 -37.006, 77.363 -37.006))"
-171.527737,30.839735,VuI,"LINESTRING(93.951 37.334, 1.526 42.816)"
36.800335,-69.224406,pIS,POINT(38.766 -32.069)
-31.489549,17.444687,Oyru,"POLYGON((-134.884 -36.068, -134.884 -51.959, 53.564 -51.959, 53.564 -36.068, -134.884 -36.068))"
-44.841677,-57.14367,ZDrmC,"POLYGON((-133.380 -2.546, -133.380 60.523, 96.525 60.523, 96.525 -2.546, -133.380 -2.546))"
89.42327,64.028294,hdRAyL,"POLYGON((36.884 -1.800, 36.884 47.510, 7.310 47.510, 7.310 -1.800, 36.884 -1.800))"
153.148579,70.006606,bTxjnGS,POINT(70.529 37.241)
84.917557,31.43811,opJb,"LINESTRING(-23.433 1.237, 123.620 57.912)"
61.312147,15.872262,tHYu,POINT(56.177 -51.066)
42.622403,59.045572,jY,POINT(0.293 30.200)
-102.915916,-18.271571,UEIX,POINT(-9.590 46.580)
-162.255956,5.76682,Ghr,"POLYGON((-128.753 1.751, -128.753 46.051, 27.466 46.051, 27.466 1.751, -128.753 1.751))"
-144.622696,-37.2463,zrbMmD,"POLYGON((-6.812 -7.041, -6.812 0.495, -27.738 0.495, -27.738 -7.041, -6.812 -7.041))"
-176.015063,-19.277822,XpBcEG,"LINESTRING(-161.624 67.897, -140.075 73.936)"
-124.093171,30.044607,upOR,POINT(72.740 -6.213)
30.140818,6.665353,tc,"POLYGON((90.375 41.050, 90.375 63.833, 148.639 63.833, 148.639 41.050, 90.375 41.050))"
58.164888,40.154226,nrNOCZ,"POLYGON((131.363 -25.946, 131.363 23.127, -60.508 23.127, -60.508 -25.946, 131.363 -25.946))"
-122.212121,-64.923173,xrdl,"POLYGON((103.455 -16.940, 103.455 40.141, 69.747 40.141, 69.747 -16.940, 103.455 -16.940))"
-52.505533,-11.164121,ZdVmLxC,POINT(18.222 36.279)
37.030476,62.366501,JWlnI,"POLYGON((-157.062 67.181, -157.062 59.915, -53.542 59.915, -53.542 67.181, -157.062 67.181))"
41.691879,35.251128,YgDiHl,POINT(103.332 -55.171)
-129.560155,34.615921,hLqxbcW,"POLYGON((38.047 45.497, 38.047 -22.017, 15.269 -22.017, 15.269 45.497, 38.047 45.497))"
-152.226174,78.39278,GByG,"LINESTRING(-146.829 22.299, -143.784 49.066)"
138.698801,82.072289,yaC,"LINESTRING(-76.415 81.040, 14.593 52.369)"
-84.903509,-0.874289,WCbh,POINT(-22.132 -46.598)
-39.688134,-35.559909,OuPls,"POLYGON((-47.595 -4.788, -47.595 12.871, -124.853 12.871, -124.853 -4.788, -47.595 -4.788))"
-39.652509,-26.928181,BZT,POINT(-86.946 -30.251)
-16.766048,-24.825554,zldQ,"LINESTRING(105.779 71.598, 172.062 -16.535)"
-102.549027,-75.634285,CEDBXSz,"LINESTRING(-54.973 -77.708, 168.379 -8.293)"
10.528184,45.269003,pNhG,"POLYGON((59.774 -65.446, 59.774 24.570, -97.778 24.570, -97.778 -65.446, 59.774 -65.446))"
-57.690378,-27.929745,hVWM,"POLYGON((115.462 76.668, 115.462 56.620, -96.146 56.620, -96.146 76.668, 115.462 76.668))"
140.792547,6.852587,dSZmNHN,"POLYGON((177.795 -73.605, 177.795 -17.186, 14.263 -17.186, 14.263 -73.605, 177.795 -73.605))"
53.968403,65.50336,ZzFfv,"LINESTRING(127.034 -44.472, 111.954 -48.837)"
-14.921571,49.319236,LMt,POINT(24.078 19.944)
-172.981365,78.74066,rApdMw,"LINESTRING(-43.158 18.957, 78.274 49.041)"
-12.681403,-71.820472,sYHhK,"POLYGON((-62.307 23.978, -62.307 -59.497, -136.194 -59.497, -136.194 23.978, -62.307 23.978))"
-140.262988,-79.940406,FpvlmD,POINT(89.231 -27.031)
6.024137,11.09223,TsgoLVF,"POLYGON((61.325 7.488, 61.325 3.452, 125.005 3.452, 125.005 7.488, 61.325 7.488))"
-77.091379,37.370219,lqNwq,POINT(-20.320 -24.859)
-38.344929,32.618089,CI,"LINESTRING(-53.165 -12.497, -177.685 -75.598)"
-139.957088,-30.103179,ppturAx,"LINESTRING(-81.580 55.134, -63.234 -24.090)"
-166.652512,-47.418915,uIn,"POLYGON((-14.910 -18.580, -14.910 -27.131, 24.201 -27.131, 24.201 -18.580, -14.910 -18.580))"
8.115018,26.75704,PmeXLS,POINT(4.075 -41.799)
-50.893649,55.575842,greo,"LINESTRING(-10.967 -2.696, 176.602 -23.571)"
79.414415,-54.148187,FuTO,"LINESTRING(158.596 36.124, 145.027 -39.577)"
-2.766144,-63.081633,qRY,"LINESTRING(-41.168 6.898, -0.241 -43.694)"
106.685992,-80.072224,uAx,"POLYGON((37.157 -51.498, 37.157 22.085, -121.018 22.085, -121.018 -51.498, 37.157 -51.498))"
-127.357683,62.842504,jpxEls,"LINESTRING(-103.211 82.166, 120.135 -65.014)"
-91.005809,-56.154676,tpWCHP,"LINESTRING(-72.879 -71.381, -22.111 -45.911)"
70.656017,-23.028098,Awz,POINT(-15.690 -3.746)
-124.319539,56.75403,UyOikok,POINT(-100.208 26.339)
127.662544,10.818414,iIwTEbq,POINT(-21.060 -32.653)
24.376426,-74.908909,NArRX,POINT(79.586 11.505)
139.937849,-25.518622,gLFW,"POLYGON((71.124 83.395, 71.124 31.171, -62.584 31.171, -62.584 83.395, 71.124 83.395))"
-4.649335,-42.017479,NTdyMHc,"POLYGON((-44.654 51.281, -44.654 -79.183, -34.838 -79.183, -34.838 51.281, -44.654 51.281))"
23.361251,36.758375,tLn,POINT(-5.253 -43.950)
151.194922,78.944274,lspgXc,POINT(121.800 -24.248)
115.245988,-42.918464,onvY,"POLYGON((76.380 -19.540, 76.380 -21.302, 74.366 -21.302, 74.366 -19.540, 76.380 -19.540))"
121.789397,-46.901148,OOh,"POLYGON((-166.747 41.128, -166.747 45.998, 40.982 45.998, 40.982 41.128, -166.747 41.128))"
23.841843,55.096161,YtziJv,"POLYGON((-17.704 78.202, -17.704 -25.103, 145.008 -25.103, 145.008 78.202, -17.704 78.202))"
29.853291,11.171236,FO,"LINESTRING(-66.206 13.673, -63.562 -75.573)"
120.081342,-40.03937,tdeUSla,POINT(-28.233 -12.414)
-32.383493,3.921249,YiLkAyp,"POLYGON((110.541 -46.823, 110.541 4.785, -45.216 4.785, -45.216 -46.823, 110.541 -46.823))"
76.327575,-47.135832,NnQ,"POLYGON((-42.736 -28.646, -42.736 -12.048, -44.062 -12.048, -44.062 -28.646, -42.736 -28.646))"
157.560635,-11.930672,rMULj,POINT(93.111 -5.314)
-38.410165,81.192195,OjsIWOj,POINT(140.493 11.249)
-152.557262,-35.221028,Dfr,POINT(-33.912 47.033)
-82.292325,-41.238728,LnJi,POINT(142.040 -37.654)
-143.258511,66.560345,jvVAans,"LINESTRING(-58.523 -39.386, 54.734 55.780)"
167.31926,-47.984305,vrFTjQS,POINT(3.691 -28.059)
-164.323595,30.451558,ADJeMnx,POINT(-40.428 12.825)
133.343678,-70.658712,mVGM,POINT(-42.942 -52.258)
-58.690937,77.909836,OChilM,"POLYGON((9.436 -75.913, 9.436 -73.949, -50.495 -73.949, -50.495 -75.913, 9.436 -75.913))"
94.224856,33.913858,yTo,POINT(-130.371 -4.868)
-43.023313,-59.254532,BfM,"LINESTRING(49.817 -43.487, -111.942 -23.751)"
147.178779,-30.919123,xnUnn,"LINESTRING(2.645 84.875, 56.371 -41.367)"
163.694827,-65.511565,iBr,"LINESTRING(-63.899 -34.476, -153.726 18.580)"
79.608277,51.303123,rFWP,POINT(-43.959 36.277)
80.774766,-12.764636,otrm,"POLYGON((2.505 -11.960, 2.505 -37.144, -153.027 -37.144, -153.027 -11.960, 2.505 -11.960))"
90.606548,-48.935102,foZvv,"LINESTRING(33.252 72.044, -147.860 -4.772)"
134.53666,81.472889,dQxnNt,POINT(8.338 46.892)
125.373191,-62.342423,VPww,"LINESTRING(-105.348 -46.505, 99.157 43.710)"
28.738418,-52.797269,nio,POINT(-96.897 43.080)
-85.81741,-44.243121,jOdAQ,POINT(38.522 -10.943)
32.691469,62.136823,vFfNdew,"LINESTRING(-143.428 -15.863, -99.128 19.878)"
114.32688,34.72286,ec,"POLYGON((-139.932 18.145, -139.932 -27.937, -37.552 -27.937, -37.552 18.145, -139.932 18.145))"
